date,speaker,text,source_file,clean_text
2025-01-22,greene,"Thank you, Mr. Chairman.
President Trump's policies in the Tax Cuts and Jobs Act in
2017 provided much-needed relief to so many American families
and businesses, including in my district and also for my own
business and my own family. Individual income tax rates went
down. The standard deduction was doubled, the Child Tax Credit
went up, and the death tax and corporate tax were slashed.
My district, Georgia-14, is home to over 426,000 taxpayers.
The average taxpayer in Georgia-14 would see a 25 percent tax
hike if Trump's tax cuts expire; a family of 4 making $70,423,
which is the median income in my district, would see a $1,389
tax increase if the cuts expire--this is worth about 8 weeks of
groceries to typical families of 4 in the region; 93,160
Georgia-14 families would see their household's Child Tax
Credit cut in half--this is not manageable for these families;
90 percent of taxpayers in my district would see their
guaranteed deduction slashed in half--they cannot go through
and handle their monthly expenses if this happens; 31,820 small
businesses in Georgia-14 would be hit with a 43.4 percent tax
rate if the small business deduction expires--let me tell you,
that would ensure certain failure for many of these small
businesses; 7,267 of my constituents would be impacted by the
return of the Alternative Minimum Tax; 3,226 family-owned farms
in my district would have their death tax exemption slashed in
half in the half--next year--let me tell you, these people will
lose their family farms; American businesses and individuals
also deal with burdensome regulations simply to trade
securities and invest for their families.
For all these reasons, it is extremely important that we in
Congress support Chairman Smith and support President Trump's
plan to extend these crucial policies. We need to deliver a
historic mandate for the American people, including by
supporting President Trump's campaign promises of no tax on
tips, no tax on Social Security, no tax on overtime, and tax
credits for caregivers.",2025-01-22_greene.txt,thank chairman president trump policies tax cuts jobs act provided much needed relief many american families businesses including district also business family individual income tax rates went standard deduction doubled child tax credit went death tax corporate tax slashed district georgia home taxpayers average taxpayer georgia would see percent tax hike trump tax cuts expire family making median income district would see tax increase cuts expire worth weeks groceries typical families region georgia families would see household child tax credit cut half manageable families percent taxpayers district would see guaranteed deduction slashed half cannot handle monthly expenses happens small businesses georgia would hit percent tax rate small business deduction expires let tell would ensure certain failure many small businesses constituents would impacted return alternative minimum tax family owned farms district would death tax exemption slashed half half next year let tell people lose family farms american businesses individuals also deal burdensome regulations simply trade securities invest families reasons extremely important congress support chairman smith support president trump plan extend crucial policies need deliver historic mandate american people including supporting president trump campaign promises tax tips tax social security tax overtime tax credits caregivers
2025-01-23,mace,"Thank you, Mr. Chairman, and honored to be here
today serving on your committee. I was the first one here, by
the way, so--and I want to thank everyone who is here with us
this afternoon. Thank you for your service. Thank you for
sharing your personal stories of pain. It is very difficult for
me to hear that as a mom. It is very tough. I want to thank you
all today.
It is very clear to me the VA's definition of mentally
incompetent has nothing to do with mental health and everything
to do with the simple fact that veterans need help balancing
their checkbooks.
It is a stigma to assume veterans are dangerous or suicidal
simply because they have a mental illness. Every veteran with a
mental illness deserves to be treated like an individual with
individual needs.
We cannot make sweeping policy changes based on harmful
generalizations about disabled veterans, and policies must be
based on real evidence. The VA's Fiduciary Program fails to
consider any evidence of dangerous, and it also fails to
provide veterans with due process. We have got to correct it.
Now, I actually think it is great that there is only one
lawyer on this subcommittee and that we are--no offense. You
spent a lot of time and money in law school, I am sure. I think
it is a good thing that we have--that not everybody here is an
attorney, that we can ask some of the basic, most commonsense
questions about policies for our veterans. We have many
veterans on this committee who can also get into the heart of
it.
Under current VA procedures, veterans' rights are stripped
from them by purely administrative rather than judicial
process. Under these procedures, veterans' rights are unjustly
stripped from them, and Congress must right this wrong. We must
also make sure that the VA is working for our vets and not
against them.",2025-01-23_mace.txt,thank chairman honored today serving committee first one way want thank everyone afternoon thank service thank sharing personal stories pain difficult hear mom tough want thank today clear definition mentally incompetent nothing mental health everything simple fact veterans need help balancing checkbooks stigma assume veterans dangerous suicidal simply mental illness every veteran mental illness deserves treated like individual individual needs cannot make sweeping policy changes based harmful generalizations disabled veterans policies must based real evidence fiduciary program fails consider evidence dangerous also fails provide veterans due process got correct actually think great one lawyer subcommittee offense spent lot time money law school sure think good thing everybody attorney ask basic commonsense questions policies veterans many veterans committee also get heart current procedures veterans rights stripped purely administrative rather judicial process procedures veterans rights unjustly stripped congress must right wrong must also make sure working vets
2025-01-23,mace,"What roadblocks do you veterans experience in the
appeals process?",2025-01-23_mace.txt,roadblocks veterans experience appeals process
2025-01-23,mace,Does it erode trust in the VA for veterans?,2025-01-23_mace.txt,erode trust veterans
2025-02-05,biggs,"* Press Release, Gov. Reynolds files lawsuit challenging Biden
Administration's vaccine mandate rule; submitted by Rep.",2025-02-05_biggs.txt,press release gov reynolds files lawsuit challenging biden administration vaccine mandate rule submitted rep
2025-02-05,biggs,"* Press Release, At USAID, Waste and Abuse Runs Deep - The
White House; submitted by Rep. Boebert.
* Article, Iowa Public Radio, ``Iowa Will Pay $4.15 Million In
Finance Authority Sex Harassment Settlements''; submitted by",2025-02-05_biggs.txt,press release usaid waste abuse runs deep white house submitted rep boebert article iowa public radio iowa pay million finance authority sex harassment settlements submitted
2025-02-05,gosar,"These documents were submitted after the hearing, and may be
available upon request.
RIGHTSIZING GOVERNMENT
----------
Thursday, February 5, 2025",2025-02-05_biggs.txt,documents submitted hearing may available upon request rightsizing government thursday february
2025-02-05,mace,And you are out of control over there.,2025-02-05_biggs.txt,control
2025-02-05,gosar,"Thank you, Mr. Chairman. We are here today to
tame the labyrinth of the Federal bureaucracy. That is why I
was elected, and, frankly, that is why President Trump was
reelected this past November. More responsible government
spending means less need for taxation on the American people.
My colleagues on the other side of the aisle have claimed cuts
to waste, fraud, and abuse will include cuts to Social Security
and Medicare. However, promoting efficiency and cutting
wasteful spending actually protects Social Security and
Medicare by ensuring available and continued funding. And if
they have any more doubts, I would invite them to sign on to my
LASSO Act that actually puts these decisions out of the public
arm and into the public's domain.
When Elon Musk acquired Twitter, now X, in 2022, he fired
about 6,000 employees, or nearly 80 percent of his workforce,
but there was no lapses in X's management, while perhaps only
less community notes and less removal of lawful political
speech. Elon Musk trimmed the fat on X, and we have the
opportunity to do the same here in Washington.
Governor Reynolds, not only did you lead a successful
state-level government reorganization, but you did it twice.",2025-02-05_biggs.txt,thank chairman today tame labyrinth federal bureaucracy elected frankly president trump reelected past november responsible government spending means less need taxation american people colleagues side aisle claimed cuts waste fraud abuse include cuts social security medicare however promoting efficiency cutting wasteful spending actually protects social security medicare ensuring available continued funding doubts would invite sign lasso act actually puts decisions public arm public domain elon musk acquired twitter fired employees nearly percent workforce lapses management perhaps less community notes less removal lawful political speech elon musk trimmed fat opportunity washington governor reynolds lead successful state level government reorganization twice
2025-02-05,gosar,"Well, I noticed you sold state-owned land to
eliminate waste and generate revenue. Is that correct?",2025-02-05_biggs.txt,well noticed sold state owned land eliminate waste generate revenue correct
2025-02-05,gosar,"Well, I tell you what. That is music to my soul
because I have got a HEARD Act. It mimics what Harry Reid did
in Southern Nevada. He found out that Las Vegas was surrounded
by BLM. He could not grow it.",2025-02-05_biggs.txt,well tell music soul got heard act mimics harry reid southern nevada found las vegas surrounded blm could grow
2025-02-05,gosar,"And so, what they did is they found out that the
Federal Government has the propriety to look at what the land
is used for, does it have a purpose, and if not, it has to be
sold. So, I think there is a great opportunity there.",2025-02-05_biggs.txt,found federal government propriety look land used purpose sold think great opportunity
2025-02-05,gosar,"The one thing I really want to make a note of,
and I am running out of time here, is the National Emergencies",2025-02-05_biggs.txt,one thing really want make note running time national emergencies
2025-02-05,mace,"Thank you, Mr. Chairman. There has been a lot of
pearl clutching over the last several days from my colleagues
across the aisle on Donald Trump, Secretary Rubio, the
Department of Government Efficiency's plan to reorganize the",2025-02-05_biggs.txt,thank chairman lot pearl clutching last several days colleagues across aisle donald trump secretary rubio department government efficiency plan reorganize
2025-02-05,mace,"USAID awarded $1.5 million for providing a
gender-sensitive response to migration at the Venezuelan
border. Does this advance America's interests? Governor?",2025-02-05_biggs.txt,usaid awarded million providing gender sensitive response migration venezuelan border advance america interests governor
2025-02-05,mace,"Does this advance the interest? OK. So, USAID
awarded $4.3 million on October 1, 2023, to a group to fund
comprehensive health services for men having sex with other men
in South Africa. Does this advance the interests of American
citizens? Governor?",2025-02-05_biggs.txt,advance interest usaid awarded million october group fund comprehensive health services men sex men south africa advance interests american citizens governor
2025-02-05,mace,"You have no idea, right? OK. USAID awarded over
$70,000 to a group to deliver a live musical event to promote
the U.S. and Irish shared values of diversity, equity,
inclusion, and accessibility. Does this advance the interests
of America?",2025-02-05_biggs.txt,idea right usaid awarded group deliver live musical event promote irish shared values diversity equity inclusion accessibility advance interests america
2025-02-05,mace,"No position or no clue? OK. USAID awarded $1.5
million to fund strengthening community support structures to
upscale LGBT rights advocacy in Jamaica. Does this advance our
interests?",2025-02-05_biggs.txt,position clue usaid awarded million fund strengthening community support structures upscale lgbt rights advocacy jamaica advance interests
2025-02-05,mace,"USAID awarded $28 million to a group to
facilitate the economic insertion of Venezuelan migrants and
refugees in Peru and Ecuador. Does this advance our interests?",2025-02-05_biggs.txt,usaid awarded million group facilitate economic insertion venezuelan migrants refugees peru ecuador advance interests
2025-02-05,mace,"I do not know what circumcision overseas has to
do with America First either. USAID awarded nearly $150,000 to
fund HIV prevention services targeting men who have sex with
men and transgender. Does this advance America's interests?",2025-02-05_biggs.txt,know circumcision overseas america first either usaid awarded nearly fund hiv prevention services targeting men sex men transgender advance america interests
2025-02-05,mace,"Tranny, tranny, tranny. I do not really care. You
want penises in women's bathrooms, and I am not going to have
it.",2025-02-05_biggs.txt,tranny tranny tranny really care want penises women bathrooms going
2025-02-05,mace,"That is mansplaining, Mr. Chairman.",2025-02-05_biggs.txt,mansplaining chairman
2025-02-05,biggs,"Is it correct that to approve a state plan, OSHA
certifies that the state's workplace health and safety plans
exceed Federal requirements?",2025-02-05_biggs.txt,correct approve state plan osha certifies state workplace health safety plans exceed federal requirements
2025-02-05,biggs,"And Iowa, like Arizona, has maintained an
approved state plan since 1985.",2025-02-05_biggs.txt,iowa like arizona maintained approved state plan since
2025-02-05,biggs,"Do you believe that state officials and the
people of Iowa are better positioned to set workplace health
and safety standards than the Federal Government?",2025-02-05_biggs.txt,believe state officials people iowa better positioned set workplace health safety standards federal government
2025-02-05,biggs,"If the power to set these standards were
returned fully to the states, would you maintain Iowa's
existing high standards for workplace safety, or would you make
it your mission to put your constituents at risk of danger in
the workplace?",2025-02-05_biggs.txt,power set standards returned fully states would maintain iowa existing high standards workplace safety would make mission put constituents risk danger workplace
2025-02-05,biggs,"Governor Reynolds, you know, you have done great
work in Iowa. I have watched it. Your model that you provided
for the country is fantastic. Did your reorganization include
reviews and improvements to state systems focused on stopping
waste, fraud, and abuse, as Mr. Schatz described?",2025-02-05_biggs.txt,governor reynolds know done great work iowa watched model provided country fantastic reorganization include reviews improvements state systems focused stopping waste fraud abuse schatz described
2025-02-05,biggs,"Yes, ma'am. Thank you. My time has expired.
Governor, thank you for the work that you are doing. Mr.
Chairman, I yield.",2025-02-05_biggs.txt,yes thank time expired governor thank work chairman yield
2025-02-05,greene,"Thank you, Mr. Chairman. My Democrat colleagues
are reacting with manufactured outrage over Elon Musk and the
DOGE team going in and cleaning up the Federal Government. They
are saying the American people did not vote for this, but I
would like to correct that record. On July 13, when President
Trump was shot in Butler, Pennsylvania, Elon Musk got behind",2025-02-05_biggs.txt,thank chairman democrat colleagues reacting manufactured outrage elon musk doge team going cleaning federal government saying american people vote would like correct record july president trump shot butler pennsylvania elon musk got behind
2025-02-05,greene,"I absolutely agree with you, Governor Reynolds,
thank you. Mr. Schatz, in all your years at your organization,
can you give some of the most egregious examples of government
spending you have seen? And I know that it is hard to come up
with a few because there are a lot.",2025-02-05_biggs.txt,absolutely agree governor reynolds thank schatz years organization give egregious examples government spending seen know hard come lot
2025-02-05,greene,"Thank you, Mr. Schatz. And you are right, under
the Biden Administration, they actually canceled contracts with
Starlink, which are far less expensive, and then never built
out the infrastructure for broadband, true failure for the
American people, giant waste of money. Thank you, Mr. Chairman.",2025-02-05_biggs.txt,thank schatz right biden administration actually canceled contracts starlink far less expensive never built infrastructure broadband true failure american people giant waste money thank chairman
2025-02-05,boebert,"Thank you, Mr. Chairman. The outrage here has
been absolutely unhinged. As we have seen in the media, we are
seeing Politico, who is laying folks off, and as they are being
defunded of American tax dollars, they can no longer sustain
themselves. And so, the outrage is just going to continue from
those who are no longer going to be able to support their
businesses from American taxpayers. And we simply want
accountability. We want oversight. This is the Oversight
Committee and, unfortunately, Congress has done a crap job of
oversight and accountability over quite some time, I would say
decades, and that is why we have this new commission that is
created, and Americans are grateful for it. President Trump
campaigned on having this DOGE commission to have oversight and
accountability, and it is our responsibility to codify what
happens.
I am pleased with the expedited efforts that have taken
place to really get this out in the open and expose to the
American people what their money is actually being sent to, and
let us just be honest with the American people. Unelected
bureaucrats have been funneling their hard-earned taxpayer
dollars to ridiculous and even malicious causes. DOGE is doing
the hard work to uncover the truth and make our government work
for the people rather than funding policies that are actively
hurting them. For example, Dr. Resh, in your testimony you
state that the recommendations from the Department of
Government Efficiency will exacerbate public health crises. How
is that the case when DOGE is advocating to defund EcoHealth
Alliance which was involved in the research in the Wuhan Lab
that created coronavirus, that created this global pandemic
that killed people and ended the livelihoods of many others?",2025-02-05_biggs.txt,thank chairman outrage absolutely unhinged seen media seeing politico laying folks defunded american tax dollars longer sustain outrage going continue longer going able support businesses american taxpayers simply want accountability want oversight oversight committee unfortunately congress done crap job oversight accountability quite time would say decades new commission created americans grateful president trump campaigned doge commission oversight accountability responsibility codify happens pleased expedited efforts taken place really get open expose american people money actually sent let honest american people unelected bureaucrats funneling hard earned taxpayer dollars ridiculous even malicious causes doge hard work uncover truth make government work people rather funding policies actively hurting example resh testimony state recommendations department government efficiency exacerbate public health crises case doge advocating defund ecohealth alliance involved research wuhan lab created coronavirus created global pandemic killed people ended livelihoods many others
2025-02-05,boebert,"I think government employees have been given
the option. They can have an----",2025-02-05_biggs.txt,think government employees given option
2025-02-05,boebert,"Were our best public employees at the Wuhan
lab of virology? Were those our best employees? Is that where
our funding was going, to the best and the brightest who
started a global pandemic?",2025-02-05_biggs.txt,best public employees wuhan lab virology best employees funding going best brightest started global pandemic
2025-02-05,boebert,"I think there has been a lot of
inefficiencies, and I am excited to see where this goes and the
exposure of that, and, Dr. Resh, the last Administration
weaponized NGOs to aid and abet illegal aliens across and
within the interior of the United States. We saw millions of
taxpayer dollars being funneled to NGOs that were spent on
plane and bus tickets, hotel rooms, and even to coach illegal
aliens on how to illegally stay in the country. Heck, we have a
Congresswoman who is currently coaching illegal aliens on how
to stay in the country, what terms to use, even if they are
untruthful. Now, Dr. Resh, how does transporting millions of
unvetted illegal aliens into our country make America safer,
and how does stopping the funding of those NGOs harm America?",2025-02-05_biggs.txt,think lot inefficiencies excited see goes exposure resh last administration weaponized ngos aid abet illegal aliens across within interior united states saw millions taxpayer dollars funneled ngos spent plane bus tickets hotel rooms even coach illegal aliens illegally stay country heck congresswoman currently coaching illegal aliens stay country terms use even untruthful resh transporting millions unvetted illegal aliens country make america safer stopping funding ngos harm america
2025-02-05,boebert,"Oh, it is not irrelevant. Let us go through
the list of relevancy, shall we? When we have open borders
allowing millions of illegal aliens coming into our country
unvetted, then the relevancy is in terms of Laken Riley,
Jocelyn Nungaray, Rachel Morin, Ruby Garcia, Lizbeth Medina,
and I could go on and on and on and on with the American
citizens who were killed at the hands of illegal aliens. So, I
think it is pretty relevant to say we need to look into these
NGOs and what they are doing with these unvetted illegal aliens
coming into our country and remaining into our country. Would
you agree? Does that bring some relevancy to the topic, sir?",2025-02-05_biggs.txt,irrelevant let list relevancy shall open borders allowing millions illegal aliens coming country unvetted relevancy terms laken riley jocelyn nungaray rachel morin ruby garcia lizbeth medina could american citizens killed hands illegal aliens think pretty relevant say need look ngos unvetted illegal aliens coming country remaining country would agree bring relevancy topic sir
2025-02-05,boebert,"But we are also talking about the funding that
is going out. We are cutting spending at an executive level,
and I hope that we codify all of that here within these
chambers to ensure that it does not go out again.
Now, in your testimony, you also mentioned that DOGE
proposals reflect an agenda to dismantle professional
government. According to you, this is fundamentally at odds
with the principles of democratic governance. In November,
President Trump won by a decisive mandate, promising to
maximize governmental efficiency and productivity. And how are
our actions, these actions, fulfilling the President's campaign
promises fundamentally at odds with the principles of
democratic governance? And while my time is running out, I want
you to answer that, sir, but we hear about unelected folks.
Democrats did not even get a chance to vote for their own
Presidential candidate in their primary, so do not talk to me
about unelected people actually being involved in the decisions
in this country. But I would like to hear how that is at odds,
sir.",2025-02-05_biggs.txt,also talking funding going cutting spending executive level hope codify within chambers ensure testimony also mentioned doge proposals reflect agenda dismantle professional government according fundamentally odds principles democratic governance november president trump decisive mandate promising maximize governmental efficiency productivity actions actions fulfilling president campaign promises fundamentally odds principles democratic governance time running want answer sir hear unelected folks democrats even get chance vote presidential candidate primary talk unelected people actually involved decisions country would like hear odds sir
2025-02-05,boebert,"Well, that is kind of----",2025-02-05_biggs.txt,well kind
2025-02-05,boebert,"Yes, Mr. Chairman. I have a document I would
like to submit for the record.",2025-02-05_biggs.txt,yes chairman document would like submit record
2025-02-05,boebert,"So, this is a press release from the White
House: ``At USAID, waste and abuse runs deep,'' and just some
examples: $2.5 million for electric vehicles in Vietnam;
$47,000 for a transgender opera in Colombia; $32,000 for
transgender comic books in Peru; $2 million for sex changes and
LBGT activism in Guatemala; $6 million to fund tourism in",2025-02-05_biggs.txt,press release white house usaid waste abuse runs deep examples million electric vehicles vietnam transgender opera colombia transgender comic books peru million sex changes lbgt activism guatemala million fund tourism
2025-02-05,boebert,"And these are just some of the many, many
examples, and I would like to submit that to the record.",2025-02-05_biggs.txt,many many examples would like submit record
2025-02-05,biggs,"* Press Release, Gov. Reynolds files lawsuit challenging Biden
Administration's vaccine mandate rule; submitted by Rep.",2025-02-05_boebert.txt,press release gov reynolds files lawsuit challenging biden administration vaccine mandate rule submitted rep
2025-02-05,biggs,"* Press Release, At USAID, Waste and Abuse Runs Deep - The
White House; submitted by Rep. Boebert.
* Article, Iowa Public Radio, ``Iowa Will Pay $4.15 Million In
Finance Authority Sex Harassment Settlements''; submitted by",2025-02-05_boebert.txt,press release usaid waste abuse runs deep white house submitted rep boebert article iowa public radio iowa pay million finance authority sex harassment settlements submitted
2025-02-05,gosar,"These documents were submitted after the hearing, and may be
available upon request.
RIGHTSIZING GOVERNMENT
----------
Thursday, February 5, 2025",2025-02-05_boebert.txt,documents submitted hearing may available upon request rightsizing government thursday february
2025-02-05,mace,And you are out of control over there.,2025-02-05_boebert.txt,control
2025-02-05,gosar,"Thank you, Mr. Chairman. We are here today to
tame the labyrinth of the Federal bureaucracy. That is why I
was elected, and, frankly, that is why President Trump was
reelected this past November. More responsible government
spending means less need for taxation on the American people.
My colleagues on the other side of the aisle have claimed cuts
to waste, fraud, and abuse will include cuts to Social Security
and Medicare. However, promoting efficiency and cutting
wasteful spending actually protects Social Security and
Medicare by ensuring available and continued funding. And if
they have any more doubts, I would invite them to sign on to my
LASSO Act that actually puts these decisions out of the public
arm and into the public's domain.
When Elon Musk acquired Twitter, now X, in 2022, he fired
about 6,000 employees, or nearly 80 percent of his workforce,
but there was no lapses in X's management, while perhaps only
less community notes and less removal of lawful political
speech. Elon Musk trimmed the fat on X, and we have the
opportunity to do the same here in Washington.
Governor Reynolds, not only did you lead a successful
state-level government reorganization, but you did it twice.",2025-02-05_boebert.txt,thank chairman today tame labyrinth federal bureaucracy elected frankly president trump reelected past november responsible government spending means less need taxation american people colleagues side aisle claimed cuts waste fraud abuse include cuts social security medicare however promoting efficiency cutting wasteful spending actually protects social security medicare ensuring available continued funding doubts would invite sign lasso act actually puts decisions public arm public domain elon musk acquired twitter fired employees nearly percent workforce lapses management perhaps less community notes less removal lawful political speech elon musk trimmed fat opportunity washington governor reynolds lead successful state level government reorganization twice
2025-02-05,gosar,"Well, I noticed you sold state-owned land to
eliminate waste and generate revenue. Is that correct?",2025-02-05_boebert.txt,well noticed sold state owned land eliminate waste generate revenue correct
2025-02-05,gosar,"Well, I tell you what. That is music to my soul
because I have got a HEARD Act. It mimics what Harry Reid did
in Southern Nevada. He found out that Las Vegas was surrounded
by BLM. He could not grow it.",2025-02-05_boebert.txt,well tell music soul got heard act mimics harry reid southern nevada found las vegas surrounded blm could grow
2025-02-05,gosar,"And so, what they did is they found out that the
Federal Government has the propriety to look at what the land
is used for, does it have a purpose, and if not, it has to be
sold. So, I think there is a great opportunity there.",2025-02-05_boebert.txt,found federal government propriety look land used purpose sold think great opportunity
2025-02-05,gosar,"The one thing I really want to make a note of,
and I am running out of time here, is the National Emergencies",2025-02-05_boebert.txt,one thing really want make note running time national emergencies
2025-02-05,mace,"Thank you, Mr. Chairman. There has been a lot of
pearl clutching over the last several days from my colleagues
across the aisle on Donald Trump, Secretary Rubio, the
Department of Government Efficiency's plan to reorganize the",2025-02-05_boebert.txt,thank chairman lot pearl clutching last several days colleagues across aisle donald trump secretary rubio department government efficiency plan reorganize
2025-02-05,mace,"USAID awarded $1.5 million for providing a
gender-sensitive response to migration at the Venezuelan
border. Does this advance America's interests? Governor?",2025-02-05_boebert.txt,usaid awarded million providing gender sensitive response migration venezuelan border advance america interests governor
2025-02-05,mace,"Does this advance the interest? OK. So, USAID
awarded $4.3 million on October 1, 2023, to a group to fund
comprehensive health services for men having sex with other men
in South Africa. Does this advance the interests of American
citizens? Governor?",2025-02-05_boebert.txt,advance interest usaid awarded million october group fund comprehensive health services men sex men south africa advance interests american citizens governor
2025-02-05,mace,"You have no idea, right? OK. USAID awarded over
$70,000 to a group to deliver a live musical event to promote
the U.S. and Irish shared values of diversity, equity,
inclusion, and accessibility. Does this advance the interests
of America?",2025-02-05_boebert.txt,idea right usaid awarded group deliver live musical event promote irish shared values diversity equity inclusion accessibility advance interests america
2025-02-05,mace,"No position or no clue? OK. USAID awarded $1.5
million to fund strengthening community support structures to
upscale LGBT rights advocacy in Jamaica. Does this advance our
interests?",2025-02-05_boebert.txt,position clue usaid awarded million fund strengthening community support structures upscale lgbt rights advocacy jamaica advance interests
2025-02-05,mace,"USAID awarded $28 million to a group to
facilitate the economic insertion of Venezuelan migrants and
refugees in Peru and Ecuador. Does this advance our interests?",2025-02-05_boebert.txt,usaid awarded million group facilitate economic insertion venezuelan migrants refugees peru ecuador advance interests
2025-02-05,mace,"I do not know what circumcision overseas has to
do with America First either. USAID awarded nearly $150,000 to
fund HIV prevention services targeting men who have sex with
men and transgender. Does this advance America's interests?",2025-02-05_boebert.txt,know circumcision overseas america first either usaid awarded nearly fund hiv prevention services targeting men sex men transgender advance america interests
2025-02-05,mace,"Tranny, tranny, tranny. I do not really care. You
want penises in women's bathrooms, and I am not going to have
it.",2025-02-05_boebert.txt,tranny tranny tranny really care want penises women bathrooms going
2025-02-05,mace,"That is mansplaining, Mr. Chairman.",2025-02-05_boebert.txt,mansplaining chairman
2025-02-05,biggs,"Is it correct that to approve a state plan, OSHA
certifies that the state's workplace health and safety plans
exceed Federal requirements?",2025-02-05_boebert.txt,correct approve state plan osha certifies state workplace health safety plans exceed federal requirements
2025-02-05,biggs,"And Iowa, like Arizona, has maintained an
approved state plan since 1985.",2025-02-05_boebert.txt,iowa like arizona maintained approved state plan since
2025-02-05,biggs,"Do you believe that state officials and the
people of Iowa are better positioned to set workplace health
and safety standards than the Federal Government?",2025-02-05_boebert.txt,believe state officials people iowa better positioned set workplace health safety standards federal government
2025-02-05,biggs,"If the power to set these standards were
returned fully to the states, would you maintain Iowa's
existing high standards for workplace safety, or would you make
it your mission to put your constituents at risk of danger in
the workplace?",2025-02-05_boebert.txt,power set standards returned fully states would maintain iowa existing high standards workplace safety would make mission put constituents risk danger workplace
2025-02-05,biggs,"Governor Reynolds, you know, you have done great
work in Iowa. I have watched it. Your model that you provided
for the country is fantastic. Did your reorganization include
reviews and improvements to state systems focused on stopping
waste, fraud, and abuse, as Mr. Schatz described?",2025-02-05_boebert.txt,governor reynolds know done great work iowa watched model provided country fantastic reorganization include reviews improvements state systems focused stopping waste fraud abuse schatz described
2025-02-05,biggs,"Yes, ma'am. Thank you. My time has expired.
Governor, thank you for the work that you are doing. Mr.
Chairman, I yield.",2025-02-05_boebert.txt,yes thank time expired governor thank work chairman yield
2025-02-05,greene,"Thank you, Mr. Chairman. My Democrat colleagues
are reacting with manufactured outrage over Elon Musk and the
DOGE team going in and cleaning up the Federal Government. They
are saying the American people did not vote for this, but I
would like to correct that record. On July 13, when President
Trump was shot in Butler, Pennsylvania, Elon Musk got behind",2025-02-05_boebert.txt,thank chairman democrat colleagues reacting manufactured outrage elon musk doge team going cleaning federal government saying american people vote would like correct record july president trump shot butler pennsylvania elon musk got behind
2025-02-05,greene,"I absolutely agree with you, Governor Reynolds,
thank you. Mr. Schatz, in all your years at your organization,
can you give some of the most egregious examples of government
spending you have seen? And I know that it is hard to come up
with a few because there are a lot.",2025-02-05_boebert.txt,absolutely agree governor reynolds thank schatz years organization give egregious examples government spending seen know hard come lot
2025-02-05,greene,"Thank you, Mr. Schatz. And you are right, under
the Biden Administration, they actually canceled contracts with
Starlink, which are far less expensive, and then never built
out the infrastructure for broadband, true failure for the
American people, giant waste of money. Thank you, Mr. Chairman.",2025-02-05_boebert.txt,thank schatz right biden administration actually canceled contracts starlink far less expensive never built infrastructure broadband true failure american people giant waste money thank chairman
